Customer_ID,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6
47835607,144.96,52.98,168.08,71.71,103.19,75.56
47844568,179.27,48.15,35.50,6.10,6.61,
47845108,194.72,54.53,29.25,1.88,1.31,
47846191,140.08,191.34,100.57,20.87,15.11,1.41
47857776,142.48,47.18,53.70,3.47,4.79,4.61
47863430,164.12,68.29,,11.92,12.41,
47863905,240.99,141.15,294.19,33.82,33.82,
47871956,142.01,54.17,136.30,77.06,94.19,
47872912,205.64,179.08,87.87,15.37,20.37,25.05
47875585,237.44,99.87,441.52,44.17,56.22,
47875612,307.03,1340.48,,61.72,59.30,18.31
47875915,164.65,65.05,48.79,2.50,3.18,
47876193,171.58,57.18,25.74,5.56,6.26,
47877078,139.84,51.22,53.20,3.93,3.93,
47878068,185.72,65.45,45.59,0.61,0.57,
47881365,136.18,92.17,,18.01,14.15,
47886319,141.11,68.56,,16.38,15.73,
47886523,158.51,89.27,202.46,101.44,70.50,83.43
47889420,166.18,79.21,194.08,76.12,114.18,
47915180,422.71,2079.71,311.35,127.99,113.50,
47918181,182.99,45.47,18.66,7.98,5.32,
47934709,141.32,986.72,,40.65,37.52,
47936307,271.29,122.32,383.98,60.60,74.07,69.30
47943984,232.18,97.46,251.04,50.03,52.07,
47944463,143.94,65.68,,19.58,18.08,
47945674,185.45,1047.11,109.39,30.91,34.86,
47945833,256.07,93.20,280.60,56.08,47.78,
47948111,167.10,35.13,33.52,1.01,1.19,
47949675,158.82,230.72,157.34,5.14,4.04,
47953916,127.21,169.04,228.96,113.10,92.53,
47954881,207.02,50.32,200.70,89.02,82.17,
47959971,139.21,36.82,,91.41,77.86,
47965046,170.52,69.22,175.91,21.26,21.26,32.01
47969296,213.18,89.67,349.20,49.32,53.44,
47971356,163.59,63.47,,,,
47974037,116.15,69.84,158.96,70.08,100.85,109.10
47978636,196.27,74.36,49.88,3.14,2.57,
47978705,234.22,137.12,407.01,70.61,47.07,26.97
47982831,452.28,,156.76,41.50,39.88,0.73
47985539,92.00,143.08,68.59,7.45,10.73,
47994409,113.46,96.09,185.62,60.76,80.54,
47997216,199.16,166.27,124.30,25.48,22.60,23.67
48002526,189.54,95.08,281.75,23.44,33.73,
48004681,146.53,101.98,,80.65,98.58,136.65
48004931,208.50,83.37,250.38,43.07,31.19,
48020303,187.76,99.13,456.27,51.68,58.27,
48021683,225.08,198.26,317.90,129.28,86.19,
48025252,166.20,183.69,66.80,21.64,17.71,
48030207,227.36,133.69,523.41,66.44,77.99,
48030731,198.40,113.00,,,,
48031972,300.03,962.27,254.85,8.69,10.63,55.57
48032534,140.54,53.20,45.07,3.69,4.89,13.53
48033352,267.14,96.66,292.49,40.37,34.39,
48035440,273.63,99.24,295.61,59.40,59.40,56.68
48036944,173.90,258.55,76.86,2.13,1.68,19.32
48039875,133.61,,,9.41,9.80,
48043644,147.65,62.05,265.56,21.66,22.55,
48044228,110.77,203.78,101.95,22.36,15.54,
48046259,146.34,41.42,240.37,84.47,111.97,134.14
48049091,273.64,104.41,407.14,48.29,59.02,19.34
48052827,116.22,148.25,,10.64,9.07,
48053860,95.14,160.82,197.85,77.65,111.75,146.52
48054322,137.38,41.08,22.07,11.69,7.80,1.61
48054497,148.52,133.90,163.30,96.72,67.22,
48054603,148.05,73.30,190.01,74.72,84.26,104.28
48055708,218.62,204.66,128.06,0.51,0.65,
48056307,220.43,126.86,280.39,52.19,72.07,
48058469,85.68,175.79,194.63,101.36,93.56,130.88
48059640,1864.21,1096.28,3978.32,451.38,509.00,
48059967,210.09,98.07,224.10,51.13,47.20,
48063056,154.67,49.28,42.54,4.11,5.45,0.11
48064296,284.94,,,51.06,36.97,
48066032,194.57,253.42,,9.28,13.92,
48069710,157.99,68.12,354.53,54.44,36.29,18.62
48074270,115.59,47.41,,73.01,67.39,
48076165,176.54,79.45,174.74,90.75,120.29,
48096779,80.27,75.85,147.82,70.40,53.11,77.81
48103540,221.53,98.21,317.48,124.84,158.89,
48105578,157.30,129.00,,134.81,140.32,111.46
48113646,202.66,84.70,347.85,20.26,24.77,
48114524,197.72,109.28,242.55,24.67,26.72,16.56
48122297,126.76,1103.72,,22.71,32.68,
48122316,153.29,41.50,154.02,98.08,86.98,109.20
48130672,222.88,90.93,368.95,45.94,39.13,
48134298,206.11,94.91,392.70,52.25,61.34,23.61
48134816,166.41,60.71,39.53,8.34,12.50,
48137417,174.16,141.51,202.05,94.03,80.10,120.63
48149733,160.41,52.45,,28.26,35.97,
48157639,212.22,87.02,247.15,32.36,48.54,
48165963,91.79,61.21,203.01,113.37,133.08,
48167787,171.58,57.18,29.56,1.11,0.99,8.27
48170013,154.10,49.21,32.59,2.92,2.48,8.79
48176634,184.22,66.33,52.31,3.40,3.13,
48176889,179.46,48.59,22.28,6.97,7.85,
48179970,219.05,89.35,324.80,65.06,47.12,
48186653,109.86,77.91,169.17,100.34,78.83,
48187108,152.24,128.71,150.50,67.70,97.41,
48200644,141.91,42.86,28.85,8.76,7.47,2.62
48202845,251.28,127.60,377.83,65.01,47.07,19.81
48204435,160.65,76.06,312.83,19.04,19.04,
48205041,148.18,71.82,170.68,27.93,32.78,
48213253,182.09,285.18,119.60,14.15,18.02,19.24
48214776,156.67,55.02,15.78,8.13,9.17,1.96
48215532,137.56,66.81,286.24,21.88,18.63,39.67
48216084,116.67,248.17,36.65,5.21,7.50,21.70
48217195,129.77,169.17,111.70,15.99,18.04,
48220203,67.21,,,67.29,96.84,77.80
48221230,101.90,90.40,185.14,84.27,87.71,144.97
48221488,163.11,50.20,48.11,11.22,9.95,
48221858,193.84,83.20,338.14,35.58,25.76,32.04
48232306,182.15,55.27,,2.35,2.66,
48243368,135.23,222.25,104.52,9.95,11.68,
48244377,564.94,1361.57,181.56,47.38,51.33,26.87
48247168,171.99,31.84,,13.32,10.90,12.23
48248868,61.02,50.07,,101.66,73.61,
48275446,162.94,146.42,96.98,19.10,24.30,4.03
48275529,99.78,75.88,229.89,113.70,96.85,108.95
48275549,176.11,40.18,,8.80,8.80,
48277402,158.37,56.17,17.12,8.99,6.00,
48283299,183.85,219.56,150.33,14.55,13.98,3.91
48296200,100.59,175.73,226.45,118.21,133.31,162.57
48302078,160.80,,147.50,92.86,100.60,
48310301,202.49,88.59,212.30,41.10,31.01,
48312533,81.74,91.08,258.16,104.84,85.78,91.16
48314951,172.31,273.27,153.18,10.35,7.20,21.79
48315588,176.62,48.74,20.79,14.85,9.90,1.00
48321729,211.38,76.49,,,,
48322656,167.03,62.54,,14.41,15.00,
48327574,219.34,118.52,384.86,41.57,55.10,
48331208,151.92,102.60,288.72,119.18,124.04,
48335745,108.18,238.78,,,,
48336282,422.53,1425.76,227.60,73.96,94.14,70.82
48341476,144.27,96.72,286.45,22.67,20.93,47.93
48342074,295.74,106.79,398.56,35.43,27.84,
48344502,255.74,1133.40,,74.58,66.13,
48345317,124.49,59.19,,104.49,75.67,
48347222,148.87,134.97,211.81,72.31,75.26,
48358742,500.65,1662.02,137.42,84.65,75.06,
48359489,313.90,118.05,424.61,27.15,27.15,48.28
48359501,170.72,1502.39,,65.42,53.52,
48366286,205.96,255.97,49.16,12.16,14.87,12.50
48366461,173.32,97.26,268.83,57.68,53.24,47.88
48366526,156.27,44.14,18.49,11.78,9.64,
48372195,228.98,94.73,,23.53,31.20,
48372684,172.45,58.24,28.09,2.96,2.73,
48375390,151.67,37.27,13.90,0.02,0.03,9.91
48378426,435.16,1416.95,92.52,63.80,50.12,
48380175,201.51,69.53,40.68,2.65,3.38,
48380593,144.74,122.08,205.61,92.52,67.00,
48380644,233.80,89.55,269.02,21.47,29.66,23.88
48381321,290.08,129.07,508.51,45.30,62.55,47.29
48389903,154.61,107.81,217.93,44.68,54.60,
48390712,111.73,157.55,34.34,2.31,2.41,
48390882,180.01,32.29,,13.45,8.96,
48399187,195.47,89.23,,27.62,22.60,
48400623,154.68,216.37,137.45,23.73,21.05,18.26
48405494,100.67,42.60,234.84,124.21,82.81,138.87
48409824,131.64,84.45,180.43,93.07,79.28,85.69
48416448,159.00,132.16,165.96,87.42,87.42,
48420778,111.71,100.12,,60.21,90.32,
48422710,105.10,191.10,49.15,7.36,8.29,21.34
48423647,109.71,217.81,139.00,24.76,16.51,1.10
48427347,,96.24,,,,
48430745,195.61,205.83,,6.50,4.52,
48435985,148.42,259.08,85.90,11.16,8.08,
48438435,166.25,60.92,31.84,11.38,11.85,
48440879,157.24,,43.76,2.06,1.82,3.80
48445499,115.26,56.07,227.23,21.43,19.01,
48447422,99.85,47.70,,75.34,66.82,
48450702,470.99,1144.04,198.57,74.01,90.46,
48451155,112.65,166.88,189.38,98.97,111.61,
48451942,177.69,62.93,,10.05,11.34,
48452348,347.41,1769.88,150.91,100.05,117.45,18.00
48452525,126.24,139.89,257.07,137.08,99.27,
48454557,134.29,79.25,140.03,71.73,91.29,
48460566,191.31,36.87,25.15,14.77,9.84,1.13
48460772,184.83,33.03,31.80,10.16,7.66,1.83
48462556,126.90,217.00,138.43,26.05,24.04,
48465196,1776.61,,2965.79,133.42,200.13,285.84
48465610,179.93,238.61,149.63,17.93,15.28,6.10
48476567,160.27,86.43,318.44,37.96,56.93,
48477187,127.95,,210.44,28.93,25.65,
48484755,233.77,106.04,495.96,31.35,35.36,
48486461,230.15,84.81,282.83,19.78,28.47,
48487417,228.75,107.33,397.85,30.20,38.44,
48488965,143.29,176.44,117.56,5.65,3.76,
48489532,143.92,43.36,28.04,0.77,0.51,
48495464,207.40,204.50,,10.53,14.53,12.61
48496252,99.73,64.53,201.15,100.89,118.44,
48499069,102.66,236.79,87.38,23.80,21.96,
48500693,122.67,44.70,173.90,91.65,78.08,
48504902,218.74,287.84,172.55,2.15,2.62,21.39
48508867,167.45,74.49,,96.36,88.94,
48509287,262.67,120.52,437.40,28.54,42.81,
48511246,140.59,72.62,330.87,23.04,29.32,21.59
48513174,178.11,57.40,27.44,4.54,4.20,
48513266,205.12,102.22,298.37,25.73,21.92,39.11
48517983,138.35,39.96,148.45,103.53,103.53,
48518959,161.67,52.56,14.61,10.47,12.79,
48520190,239.36,110.21,329.13,22.46,26.36,
48526124,135.34,104.87,216.17,61.32,84.67,109.32
48529589,191.26,71.64,302.15,19.31,19.31,26.70
48532162,419.57,1480.53,144.63,73.76,101.85,39.06
48535191,479.17,1459.98,143.77,11.85,13.36,
48540207,144.81,99.78,218.85,94.52,106.59,
48543778,190.43,1221.35,131.51,52.43,69.49,11.76
48547583,217.35,1160.02,134.89,65.89,63.30,
48550836,130.42,234.53,38.34,1.42,1.26,9.63
48564305,262.75,146.67,502.31,25.38,38.08,
48566136,210.82,97.45,240.00,22.04,26.93,29.74
48569990,259.53,1440.52,155.30,37.20,41.95,18.42
48577167,158.04,71.36,232.08,20.95,30.14,
48578757,152.67,164.26,217.84,119.33,79.55,119.67
48583331,149.71,59.55,,73.14,109.71,109.04
48585036,105.90,104.93,187.75,85.22,92.32,66.34
48590858,356.91,1191.78,,,,
48598778,211.74,70.29,360.94,40.05,43.38,31.72
48598984,60.63,87.26,,36.97,47.06,42.84
48601694,372.94,1073.28,97.19,10.54,7.64,
48613573,157.27,82.81,242.16,30.48,28.13,
48618287,162.78,41.12,49.37,6.08,6.32,
48621123,92.28,146.09,283.13,81.91,108.58,
48625550,84.76,90.80,246.47,100.72,96.77,104.00
48626215,144.41,52.17,15.02,1.24,1.02,
48627332,115.27,158.31,207.90,87.97,107.51,147.61
48635727,234.96,103.20,379.22,55.85,58.13,
48637679,171.10,106.74,,44.43,32.17,
48639978,162.12,148.89,116.13,13.64,9.09,21.19
48640582,85.56,148.98,198.93,88.82,108.56,135.73
48642921,216.92,270.99,105.40,16.32,19.15,27.75
48643656,155.70,57.98,30.63,8.92,7.00,
48648503,1864.47,376.89,141.62,113.40,100.56,
48649416,384.41,1034.02,89.49,30.83,37.68,51.45
48650018,227.89,223.54,,,,
48651639,78.25,104.90,225.25,63.87,88.21,110.71
48654751,231.43,87.74,,22.47,15.61,
48655138,141.80,,153.30,10.13,8.63,
48662031,169.85,44.29,52.63,4.08,4.99,
48667077,220.70,233.85,51.44,5.98,8.96,7.97
48668371,168.59,50.50,17.32,4.13,5.26,9.79
48673279,179.48,39.87,41.29,11.88,11.88,2.90
48676184,243.47,80.82,324.12,62.15,50.85,
48677180,191.13,64.91,202.24,35.04,37.97,15.05
48678630,96.08,123.12,217.32,67.47,79.20,
48681801,103.39,157.40,153.06,89.75,82.84,71.80
48686128,134.10,251.53,44.00,11.96,14.62,20.76
48692778,155.11,,279.34,20.29,24.80,
48696252,158.79,52.99,41.94,2.98,2.98,6.21
48700620,213.73,,,39.01,45.80,
48707003,187.36,57.46,20.16,0.80,1.10,5.44
48708793,168.41,54.61,,4.03,4.19,
48711195,114.04,67.69,180.89,31.90,47.85,23.72
48716364,246.28,119.47,338.78,44.24,39.24,72.29
48717663,138.80,40.02,27.16,11.66,8.11,
48719194,160.78,144.30,202.15,115.50,77.00,116.56
48719362,134.78,207.06,43.61,11.15,14.79,
48727853,1506.77,955.47,1892.95,1078.06,995.14,761.43
48727971,125.11,209.03,136.20,15.40,22.15,13.74
48738016,123.06,121.94,174.19,73.80,97.82,
48753955,236.29,94.75,491.81,40.37,58.09,
48754377,227.90,95.48,,28.94,20.96,
48755244,182.49,66.95,53.83,9.57,14.35,
48760381,157.96,64.90,31.81,11.46,7.64,
48765437,108.93,147.77,175.12,107.86,71.90,156.26
48769994,167.42,222.21,126.99,7.93,6.75,16.91
48770039,355.52,1015.63,169.47,86.32,59.99,54.66
48770901,160.25,31.96,38.18,9.44,8.38,
48771170,164.69,61.87,16.64,13.13,9.90,
48778502,239.51,92.51,463.25,45.01,52.83,32.78
48778979,172.28,,34.42,20.14,23.64,12.60
48784739,227.32,83.66,274.82,29.39,40.59,15.29
48785867,147.44,27.48,38.48,5.22,5.02,
48787099,167.07,111.10,390.70,23.33,30.93,29.85
48793970,95.28,63.83,171.89,21.62,31.10,
48797488,179.31,58.31,50.77,13.51,9.39,1.83
48800483,135.65,60.56,46.22,1.48,1.48,8.59
48801147,404.41,1141.70,215.11,80.47,68.54,
48810376,464.12,1491.51,177.28,110.57,90.46,72.51
48811479,119.19,155.36,60.19,19.30,20.09,
48811725,469.29,1088.23,,41.29,42.97,
48814502,135.02,133.38,212.83,79.14,96.73,
48817543,134.28,57.46,,7.77,10.31,
48821835,163.67,89.16,170.51,120.71,83.89,91.47
48824504,88.50,92.86,152.39,83.95,94.66,
48826355,307.50,145.78,454.11,40.43,28.09,42.14
48841275,140.65,84.41,210.67,102.77,68.52,81.21
48844999,152.99,76.15,236.45,22.64,15.09,43.96
48851222,95.31,132.20,120.52,95.82,66.59,93.35
48863224,1996.77,1582.65,732.81,245.00,208.70,
48863442,142.57,42.73,55.12,5.27,4.14,6.82
48871494,82.44,106.07,227.58,99.57,88.30,150.97
48872469,95.29,48.03,,87.10,60.52,
48879530,193.82,51.95,16.17,9.70,13.40,2.50
48882197,85.51,85.90,178.40,123.23,89.23,
48896101,184.53,65.49,327.53,39.00,33.22,
48899157,76.43,168.83,,107.71,112.11,
48899252,327.51,1104.48,351.91,76.42,57.65,
48899776,71.48,68.46,160.28,96.70,96.70,
48902266,142.18,241.27,110.55,30.42,22.94,
48906256,172.57,153.75,238.21,92.48,100.18,134.71
48907827,185.75,,51.82,12.85,14.50,
48910526,235.21,135.04,483.30,63.76,84.51,
48914922,233.06,312.44,87.96,6.29,4.20,13.63
48916171,169.81,60.47,51.79,8.18,6.70,
48921477,121.31,163.41,238.36,103.16,121.11,
48927760,233.21,81.27,307.21,67.61,51.00,28.41
48933881,135.48,55.79,,3.62,3.47,
48936740,155.51,281.81,75.04,20.17,30.26,14.68
48944266,433.36,1137.24,114.07,76.47,55.38,50.26
48949317,161.54,159.53,219.98,70.87,68.10,
48949950,110.37,84.38,238.88,82.10,85.46,
48950163,139.87,262.22,135.09,4.17,2.89,
48950447,207.44,130.48,333.51,55.11,48.87,
48956302,157.03,50.45,235.38,27.34,29.61,29.52
48959952,191.72,49.77,56.25,6.33,7.43,7.04
48961655,147.31,,18.97,13.61,10.70,7.09
48966151,398.09,1561.80,262.13,76.11,93.03,21.61
48968393,152.99,27.41,33.04,7.04,5.53,10.93
48971044,212.85,90.43,,,,
48975361,172.45,62.87,,2.48,2.20,
48976058,157.71,34.60,46.55,1.28,0.96,
48977847,219.54,88.45,410.79,38.18,52.73,
48981731,91.69,35.67,178.47,93.65,79.77,
48984473,145.63,47.23,,8.05,8.72,
48985416,161.87,208.67,120.20,19.91,22.46,
48990168,143.96,50.61,46.22,1.44,1.70,0.78
48994511,146.93,100.89,138.90,81.86,100.05,90.13
48995851,136.63,56.22,46.14,9.78,8.34,
48998304,158.80,80.14,,41.27,36.60,33.16
48999317,132.39,58.50,225.16,18.84,19.60,
49003441,248.48,1572.68,340.10,53.93,39.06,
49010466,145.20,89.59,347.59,23.94,24.92,
49011565,170.70,54.27,41.31,5.33,6.02,
49015341,322.79,984.64,184.99,63.40,80.69,
49018338,146.32,,275.30,35.14,48.53,
49022404,139.83,40.31,232.15,109.21,79.08,
49027772,149.99,120.01,199.39,136.02,111.29,104.62
49032212,193.95,65.26,33.31,1.01,1.10,
49034245,202.17,239.53,,8.60,10.09,
49037631,261.51,87.30,381.53,60.36,55.72,
49041723,134.79,139.14,143.31,84.72,61.35,61.13
49042498,186.62,202.44,45.00,8.97,7.34,
49042876,194.92,45.10,,0.81,1.00,
49045874,138.12,110.86,249.52,105.70,140.11,93.29
49050838,197.93,92.25,305.22,100.65,144.84,141.43
49054398,143.99,62.96,54.14,12.72,9.59,
49056238,157.17,45.45,30.96,11.21,16.13,12.38
49057214,193.17,141.35,401.70,61.79,41.20,34.40
49057758,157.79,121.93,146.51,83.44,74.00,84.96
49064743,158.10,93.73,,51.92,34.62,
49065466,135.89,111.41,,91.76,112.15,
49066973,267.37,105.46,496.95,35.77,35.77,65.67
49067670,177.33,38.07,,13.45,12.93,
49072583,239.16,93.51,296.74,21.92,26.80,
49077200,170.15,190.68,186.64,95.35,84.55,166.89
49084644,191.69,103.34,,22.00,24.81,
49085811,194.83,1447.82,339.34,50.57,38.15,
49087804,154.35,86.33,229.71,43.76,37.28,
49089464,155.80,32.30,24.37,6.10,4.24,
49089602,149.11,,180.27,126.52,95.44,88.86
49090392,180.04,,,0.86,0.60,5.49
49098810,232.26,1891.90,383.71,10.93,8.58,
49113265,97.77,93.75,162.65,84.38,103.13,
49113328,128.25,,142.17,73.82,65.46,82.19
49114383,180.58,97.39,253.05,30.99,21.53,39.13
49118941,97.49,131.16,185.91,92.90,96.69,171.69
49123434,214.80,97.75,289.73,37.54,47.77,
49125405,88.00,47.53,249.60,94.94,125.84,
49125529,163.09,52.47,,2.93,3.43,4.14
49136640,172.10,79.31,352.74,30.01,26.62,24.20
49140698,193.33,210.14,60.21,13.01,11.09,21.51
49143126,295.94,1200.47,133.60,12.47,12.97,35.32
49144620,113.47,60.48,164.53,87.28,83.85,72.67
49150114,151.25,51.82,,0.44,0.60,9.07
49154880,221.90,106.39,290.11,27.83,38.43,
49159227,166.17,231.59,101.16,20.24,16.56,9.20
49170562,183.96,106.82,,,,
49173885,165.59,47.87,28.22,13.71,9.92,10.01
49174549,280.60,137.97,340.38,47.51,55.77,23.68
49177466,172.46,76.80,272.93,32.91,31.61,43.56
49182758,166.65,66.44,,,,
49183692,174.54,38.16,33.75,4.77,5.83,
49185142,140.82,41.50,33.56,5.84,7.13,
49202166,186.41,1656.76,381.46,47.53,34.41,56.43
49203647,142.52,36.05,51.83,1.68,2.51,
49213747,227.53,83.06,210.45,40.46,49.45,29.05
49220822,222.56,123.81,,25.41,21.64,
49223195,182.83,190.96,,15.28,12.00,
49223919,283.10,117.50,,27.51,33.63,
49224242,177.27,220.86,109.62,17.04,13.94,16.34
49225142,392.59,1297.15,236.52,25.69,17.86,
49225402,113.01,56.94,270.63,29.90,19.94,27.58
49228742,660.53,1650.14,419.95,58.54,68.72,
49237822,76.34,112.47,148.06,113.93,79.18,
49238734,200.01,108.38,370.70,46.63,54.74,
49252771,147.89,61.31,196.16,120.49,80.33,
49258020,168.28,98.95,226.78,28.96,27.83,
49259097,192.35,158.44,69.80,24.93,18.81,13.18
49265055,206.98,110.15,470.21,22.61,29.98,35.47
49266147,196.19,84.08,295.10,61.24,40.83,
49266999,539.95,1654.85,117.03,43.93,47.59,
49281790,162.62,165.63,88.21,11.10,8.04,
49288955,168.68,35.93,,14.27,12.15,7.21
49289548,284.19,1286.81,106.23,74.48,77.53,
49289816,171.81,28.43,24.95,12.35,10.52,
49294984,187.44,235.13,49.29,14.41,10.01,
49297442,173.07,57.23,206.09,84.90,95.74,
49304582,184.82,,164.45,85.51,72.84,94.55
49305545,146.58,55.30,,,,
49306501,183.08,98.10,403.19,20.58,28.42,
49307901,163.55,31.17,16.11,12.38,8.60,9.78
49312078,230.46,122.06,396.65,24.82,17.97,
49317497,145.87,63.82,38.51,9.89,8.42,11.43
49322645,123.53,74.47,171.20,78.60,78.60,
49327706,274.54,115.31,458.48,21.63,27.53,74.61
49331252,88.74,140.63,,6.26,6.01,
49346069,245.17,88.08,326.65,41.32,46.59,
49350578,89.10,120.54,157.37,85.59,64.56,109.61
49354689,138.33,174.69,125.24,17.60,13.27,
49366893,203.89,265.13,112.16,17.46,14.87,23.57
49374928,121.07,163.64,112.48,21.59,23.39,
49375807,173.88,102.34,,,,
49380369,220.77,102.61,357.57,53.32,35.55,
49382628,148.37,203.49,102.90,17.75,26.63,
49389015,172.51,64.37,47.82,12.94,9.37,14.20
49391506,118.72,277.81,136.05,7.26,7.56,
49398084,208.58,253.93,119.39,25.90,24.88,
49406469,102.35,150.74,223.06,118.49,113.84,142.56
49407499,113.13,78.85,207.73,135.05,110.50,162.89
49408060,224.47,268.45,,4.39,5.82,
49408900,320.43,1438.42,334.11,18.72,20.27,38.12
49410974,420.65,1113.18,95.94,63.54,95.30,30.45
49411941,104.18,94.51,201.52,101.00,97.03,122.34
49419742,230.67,83.53,402.80,46.24,63.86,
49422793,167.23,64.70,250.37,27.46,33.56,
49425410,235.02,1048.42,105.44,23.46,23.46,41.53
49432415,193.55,243.66,123.28,30.75,25.16,
49434659,190.32,41.21,44.29,10.13,8.99,
49437209,90.52,180.83,255.45,112.87,85.15,
49438659,255.43,90.79,,20.30,24.81,64.95
49444321,150.69,165.71,277.59,90.82,98.38,
49457658,1755.81,296.33,180.78,132.55,88.36,110.46
49457713,142.71,66.09,,9.65,8.56,
49466515,246.58,99.23,277.21,65.22,49.20,
49471189,74.33,943.93,250.40,71.11,49.42,13.03
49471386,102.84,225.64,119.14,0.83,0.65,2.07
49479545,144.50,1445.36,114.44,55.42,83.12,
49483803,130.64,58.47,,24.19,19.01,
49484622,145.26,67.13,,48.22,44.52,
49502742,64.56,117.71,132.85,70.34,79.33,
49509550,167.18,92.43,216.04,85.49,56.99,80.16
49513875,153.97,33.02,34.13,4.70,5.30,11.11
49519075,149.35,228.15,55.31,9.75,14.02,
49520882,287.01,108.80,320.69,75.06,54.35,65.08
49521027,142.92,68.49,287.38,44.51,37.91,
49530545,260.01,127.74,449.15,47.48,60.43,
49533300,190.78,102.98,222.39,44.90,32.52,44.36
49534366,185.02,49.76,22.66,3.80,3.23,3.36
49543159,71.87,40.54,,88.37,91.97,78.36
49543892,82.75,93.88,,65.65,63.07,79.80
49544762,178.17,33.54,32.62,8.15,7.22,
49547521,96.44,98.19,,,,
49550893,277.13,85.84,,39.82,27.67,
49551444,97.46,180.50,175.64,119.19,110.03,
49557875,165.27,39.32,22.62,8.16,9.58,
49560773,106.74,64.85,116.20,55.53,67.86,66.66
49565095,126.01,189.81,210.12,121.87,91.93,
49570014,167.02,214.38,138.03,4.30,4.66,
49571682,145.94,34.49,17.70,16.19,11.25,
49572500,278.66,1451.35,196.75,78.69,61.83,50.15
49576173,144.79,232.81,48.77,10.03,13.85,
49578815,295.08,1399.65,143.37,81.71,64.20,
49582074,191.56,114.91,287.33,,,
49589713,152.51,40.44,18.30,4.52,5.30,
49596177,137.28,59.41,27.08,8.09,10.72,4.65
49599387,193.53,256.00,31.64,24.74,19.44,4.29
49606540,106.25,56.98,163.22,74.04,80.22,
49613625,256.49,126.78,,45.89,34.62,60.46
49615050,168.32,48.84,43.43,7.12,10.67,
49616388,265.83,867.23,210.06,36.70,48.64,
49619944,131.50,75.51,143.49,88.18,75.12,95.80
49624777,192.25,,37.61,3.38,3.82,
49629177,173.53,40.72,51.81,7.33,9.72,6.25
49631498,139.28,42.20,,11.82,11.36,
49633722,144.69,38.55,33.98,3.90,3.74,6.37
49636326,235.67,185.05,,32.12,25.24,
49636529,105.12,43.43,,96.31,133.01,
49639530,107.37,,49.51,6.82,8.00,5.71
49647239,168.14,64.72,55.49,7.10,10.66,12.93
49649157,160.48,35.84,46.94,9.68,7.31,
49654922,118.59,102.70,205.05,94.54,74.28,82.87
49659271,171.99,47.07,37.51,13.09,15.36,
49664741,109.15,42.59,163.00,95.09,84.33,
49665747,165.23,127.01,201.19,133.00,100.33,146.12
49675838,183.14,40.43,,4.25,4.43,
49677210,199.19,48.31,40.92,2.25,2.17,0.46
49677625,125.35,205.48,142.38,18.10,27.14,
49706274,121.61,49.84,161.66,18.86,17.40,21.76
49710449,147.56,48.72,31.16,12.47,11.52,
49716638,128.24,229.90,99.12,6.77,6.51,
49723858,524.19,1294.67,195.16,65.77,43.85,
49733533,229.09,99.94,,,,
49735780,197.26,86.61,,31.08,35.05,
49735882,142.21,69.42,358.31,22.80,31.48,
49752012,178.21,82.19,382.77,53.34,35.56,63.99
49754473,99.31,31.35,120.99,98.51,71.33,
49760095,153.49,60.48,209.03,23.15,33.32,
49766418,109.08,123.02,157.88,90.71,83.74,91.27
49771354,207.24,203.03,53.46,19.50,20.29,17.93
49776765,337.01,139.12,,44.32,63.77,46.05
49779080,157.71,60.88,264.81,61.66,92.49,
49782461,160.79,40.98,48.28,4.92,3.86,
49787538,147.53,172.98,142.30,104.62,92.78,
49790470,367.81,936.63,172.49,46.23,36.33,32.08
49790807,144.98,182.26,90.29,14.95,15.56,
49793449,202.05,74.73,,7.81,6.65,
49795092,84.48,124.99,196.99,76.91,106.21,
49797173,197.33,,108.01,29.33,20.39,
49798296,159.81,66.00,181.11,85.04,66.82,109.45
49799828,192.46,88.55,290.00,56.22,63.40,43.35
49803312,121.32,156.48,51.85,18.57,24.61,
49804493,142.11,110.61,,51.89,77.84,
49807379,133.10,114.50,203.51,98.46,80.56,
49809396,206.06,81.15,305.95,39.97,34.05,44.67
49817535,97.17,56.57,211.64,13.43,13.97,
49823789,172.59,187.33,,3.41,4.72,4.17
49823920,408.27,1170.84,226.06,14.53,20.90,
49826946,179.21,81.02,160.47,114.47,97.52,75.59
49831637,124.37,96.28,,113.06,75.37,
49831739,568.20,1402.05,215.54,66.38,95.52,67.16
49835353,213.02,247.58,58.38,11.71,17.57,21.48
49836476,118.34,105.92,194.49,94.96,136.64,89.22
49839618,184.41,183.69,117.16,15.41,23.12,
49841456,156.90,274.01,101.69,6.12,4.62,
49846928,67.29,92.54,212.94,80.77,94.82,70.15
49858887,145.16,52.81,15.72,10.89,9.27,9.73
49859986,403.29,1295.10,,65.63,47.52,
49861623,152.68,35.75,31.91,9.68,7.92,5.13
49866210,221.12,71.75,294.42,17.45,19.68,
49867852,185.97,43.28,49.43,5.89,4.09,
49871837,191.33,86.61,319.02,31.67,41.97,42.05
49886360,157.16,165.62,107.49,8.02,9.42,18.05
49891121,172.86,239.10,160.24,16.49,17.16,8.53
49895513,121.30,169.40,225.62,82.74,76.37,117.09
49897393,189.67,1179.03,,,,
49901855,143.95,59.92,16.23,10.02,9.24,3.55
49902187,299.89,126.59,,34.92,36.34,
