Customer_ID,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6
1007727,165.97,180.84,145.85,20.20,16.52,
1013989,129.20,189.21,98.14,1.05,1.39,0.24
1014544,126.41,153.14,,74.03,106.53,
1022560,150.60,259.20,96.72,28.28,21.34,
1026878,215.30,70.25,368.51,44.02,39.03,
1031705,240.94,1643.35,237.51,62.29,45.11,
1035859,458.48,1786.12,304.52,105.83,93.85,
1042497,282.84,106.35,398.14,70.46,55.37,
1043047,183.24,57.68,36.88,1.60,1.88,9.13
1050287,76.05,77.83,,,,
1053337,161.37,83.90,333.78,39.37,29.70,52.36
1056796,150.21,62.30,27.34,9.26,12.28,
1058865,192.81,1083.63,205.67,41.80,60.15,26.92
1058901,249.72,99.78,,49.06,43.51,
1060912,101.55,54.08,267.23,106.89,102.70,
1063624,296.84,102.67,342.32,46.88,41.57,
1069453,138.68,110.40,152.69,81.16,69.13,
1069503,225.87,98.23,320.09,45.37,31.53,
1091469,251.05,106.75,297.45,,,
1091962,160.07,70.81,,0.71,0.51,
1105063,414.04,1288.31,247.03,78.84,69.92,
1105668,189.28,47.90,35.87,3.73,3.06,2.98
1106649,201.82,250.90,,4.85,5.47,
1108380,182.05,184.72,42.16,5.18,7.78,9.56
1108600,323.74,97.96,,66.30,52.09,
1112405,225.21,286.73,40.84,1.56,1.76,
1113428,119.99,114.26,225.51,98.64,87.48,
1115659,76.51,83.36,233.67,60.96,91.45,
1117978,237.34,90.75,234.20,39.93,57.46,
1122752,144.38,43.76,38.52,5.16,6.30,
1124647,162.28,28.57,,12.77,8.51,
1130109,155.87,83.57,,44.28,32.06,29.75
1136239,283.61,141.14,345.91,52.82,39.85,
1144442,168.18,58.60,44.87,7.75,8.40,
1145873,187.58,45.38,,0.97,1.33,2.81
1148340,148.80,223.20,162.85,9.32,9.71,24.98
1152057,155.03,49.04,53.94,4.51,3.26,2.22
1155280,163.26,,,,,
1159535,201.16,99.38,,46.17,61.21,
1160262,195.55,66.08,19.75,8.49,11.72,6.79
1163835,207.30,242.89,130.65,22.39,16.21,
1168421,156.56,130.46,227.65,113.88,79.14,
1168670,259.70,136.88,531.81,73.88,55.73,54.24
1173474,183.89,78.12,164.56,43.04,35.22,
1173807,378.28,1142.92,264.29,12.90,13.42,71.42
1175824,172.65,104.44,148.24,88.97,59.32,
1180807,196.80,81.31,,25.19,18.24,32.18
1186378,112.44,55.58,,70.41,89.61,
1201311,251.53,91.50,368.29,45.74,43.94,46.61
1206046,153.66,42.55,,10.88,10.05,
1208862,2652.89,1173.36,3321.68,236.35,245.99,
1210044,154.96,129.72,171.16,71.59,91.12,
1212017,198.86,97.75,326.60,35.68,40.24,34.42
1216719,244.79,101.12,297.37,43.12,29.96,35.60
1216912,219.66,83.96,344.73,32.11,30.86,30.70
1227766,146.16,110.38,217.24,122.53,108.65,
1229012,242.71,88.13,313.65,57.56,41.68,46.74
1229372,213.95,105.55,297.64,19.56,25.93,57.13
1237304,126.86,64.46,251.75,22.06,29.24,
1239154,194.66,43.00,29.06,2.38,2.11,
1245070,325.56,151.25,427.16,35.87,30.56,82.43
1247901,309.17,1637.80,242.45,21.47,22.35,
1250092,283.66,1126.41,,2.41,1.60,
1253021,177.52,1225.74,360.80,66.66,78.25,8.50
1254442,173.82,57.87,44.48,9.38,9.77,1.36
1262558,185.52,73.43,220.80,20.90,15.76,48.81
1262615,164.91,201.78,,102.52,98.49,
1264653,140.62,155.50,141.07,6.54,4.36,22.12
1272575,174.75,67.28,44.80,7.41,6.07,5.75
1273441,141.68,177.83,41.46,9.70,12.86,
1273791,149.58,44.58,,,,10.17
1284541,143.39,42.99,28.57,7.39,10.64,
1286174,128.93,125.66,130.98,65.14,82.91,58.95
1286935,122.37,133.73,253.43,75.91,75.91,
1294894,70.80,144.51,238.16,77.82,111.98,93.19
1295845,70.85,64.25,144.62,89.24,79.14,
1299125,148.96,187.59,127.26,18.90,13.68,19.08
1305534,199.60,96.09,369.16,43.31,64.96,
1312378,120.85,75.22,188.43,87.48,94.78,159.03
1312553,1199.63,631.44,,850.35,754.08,
1313043,132.44,117.92,205.63,54.71,78.73,72.57
1319752,103.00,181.94,103.47,3.44,2.70,
1322052,134.53,173.46,146.70,4.71,5.75,
1323094,166.29,228.87,100.00,6.38,8.11,
1325361,211.84,129.49,,54.29,63.74,
1328350,531.92,,355.02,69.95,69.95,55.21
1331516,127.84,215.25,56.43,11.95,11.95,1.57
1333803,148.25,106.17,197.08,81.96,122.94,117.82
1339521,151.17,162.48,45.47,19.71,18.94,
1342656,186.22,44.37,19.53,2.89,4.00,
1350695,302.43,632.19,87.04,53.22,47.19,10.76
1354498,199.70,1193.92,281.20,70.92,68.13,47.13
1356710,151.03,88.68,303.47,23.61,35.42,44.49
1363132,323.65,117.22,445.32,51.22,35.59,57.21
1363267,106.63,75.10,220.02,92.51,92.51,
1365546,214.88,,91.99,7.45,8.75,1.86
1376612,154.51,43.58,14.60,7.17,5.87,3.63
1386093,469.23,1435.13,,19.14,25.37,
1386431,168.50,88.26,,48.12,32.08,
1389745,58.91,75.84,,,,
1394458,339.98,116.73,304.13,32.74,40.01,58.88
1394875,2582.99,14285.15,1101.12,177.31,199.95,
1401383,264.90,93.76,381.92,32.06,34.74,28.52
1415776,118.43,133.75,199.55,95.03,120.95,
1432835,106.19,71.58,213.04,58.91,81.35,
1434620,213.78,216.05,167.76,11.31,11.78,27.75
1438160,311.78,985.46,136.19,19.74,18.96,27.92
1443029,153.31,49.42,16.61,0.44,0.53,
1447174,345.06,106.81,,43.13,31.23,41.93
1448761,1739.47,1576.79,2084.31,827.85,1191.29,1118.14
1449578,198.51,94.17,258.67,41.64,34.07,56.47
1452492,100.30,155.83,42.16,20.62,18.29,
1453400,174.94,147.53,230.39,112.28,99.57,
1453796,163.89,55.04,216.82,85.42,88.90,
1455726,93.27,194.90,183.34,120.00,106.41,
1458503,203.78,81.53,399.65,17.11,24.62,55.42
1461938,171.27,167.56,265.83,96.30,72.64,
1468275,101.59,151.32,135.55,3.46,3.46,14.65
1470774,92.13,125.68,64.20,11.85,8.24,
1479876,154.86,65.09,19.33,0.86,0.97,12.84
1480191,144.30,42.90,45.38,6.07,4.58,
1484869,165.01,78.16,354.28,22.36,29.65,41.38
1486292,173.16,186.05,273.95,96.69,128.17,
1487999,109.92,75.14,,65.51,68.18,
1491587,151.32,188.35,250.71,121.03,107.32,
1498210,211.27,98.59,279.05,25.05,31.88,
1502309,202.87,85.93,181.13,38.55,45.25,21.08
1506261,168.16,69.35,255.00,35.33,27.76,15.12
1507424,180.47,55.48,16.92,1.88,2.29,
1507762,200.02,276.25,,18.52,17.79,
1508868,174.22,52.00,,103.60,112.24,
1509186,275.52,112.64,316.55,39.40,30.95,
1511680,200.29,183.77,134.44,10.90,10.47,26.70
1515708,275.68,,,34.43,29.33,
1517592,131.74,1062.50,289.27,47.55,40.51,35.87
1527379,137.94,60.69,174.38,89.48,67.51,85.15
1529258,164.47,68.11,19.67,1.03,1.12,
1538214,259.28,1232.55,196.65,36.43,50.31,57.56
1553082,265.42,115.71,463.68,39.04,51.74,
1559716,214.43,1490.40,139.48,32.72,41.65,23.64
1561828,161.62,27.88,30.57,12.17,12.17,
1562566,419.39,1086.97,172.81,30.07,20.89,44.08
1563568,264.00,97.80,243.72,38.22,52.78,38.03
1567835,103.91,66.72,187.39,94.04,129.86,
1569966,172.84,65.13,40.35,4.29,3.11,
1571077,165.77,103.56,185.13,75.32,112.98,
1572220,117.28,153.32,46.77,18.84,16.05,
1573409,172.72,36.64,215.93,83.64,68.43,
1579978,240.65,78.30,299.75,29.73,21.53,
1583156,142.80,42.41,36.49,13.35,9.67,
1585251,127.80,132.85,,,,
1598469,241.06,96.17,,57.15,41.38,
1600401,164.53,43.80,,10.21,7.39,
1608549,103.48,41.42,132.45,73.97,80.13,
1613270,168.39,229.45,73.91,22.39,33.58,
1613453,468.04,1457.58,193.51,15.42,19.63,
1621730,132.55,63.91,,6.79,7.98,
1623121,177.46,92.42,384.73,53.39,43.68,63.25
1623687,185.62,51.88,18.92,3.16,3.70,
1624481,122.01,107.59,158.60,90.29,86.74,
1625178,218.70,94.28,248.77,42.24,56.00,
1633702,167.26,182.56,,8.84,11.72,
1639353,402.91,1328.80,131.49,10.72,9.90,35.97
1646218,172.02,102.90,,83.96,80.67,100.43
1649838,90.61,175.83,208.89,103.81,112.46,109.88
1652001,177.10,94.48,303.57,31.48,40.06,
1653433,137.92,213.38,26.12,16.86,19.01,
1660001,178.89,55.17,,7.51,11.26,
1667493,173.64,58.12,46.21,7.62,6.24,
1674243,361.61,1183.55,197.99,42.23,31.85,
1677639,217.98,77.42,346.52,43.47,60.02,35.56
1687154,159.09,,27.80,8.69,8.69,
1687664,1468.79,882.80,3097.46,251.72,283.85,225.33
1696079,152.84,,45.36,,,
1700557,176.63,98.15,,23.49,28.71,
1703722,214.28,91.67,,26.15,31.97,
1704101,161.50,81.14,395.78,36.57,31.16,23.04
1705379,202.33,96.27,233.58,101.53,97.55,143.74
1711117,495.59,1334.39,214.07,9.99,9.23,49.97
1714741,204.24,1131.24,74.95,1.42,1.74,54.58
1717493,,45.22,32.56,9.14,8.10,5.15
1720024,124.92,244.75,143.31,0.16,0.18,
1723926,199.96,105.19,295.94,47.43,57.97,58.31
1724528,246.59,103.80,314.27,53.53,60.36,46.47
1725168,192.87,118.08,268.31,40.93,27.29,
1726514,138.15,34.80,46.23,1.73,1.87,
1734209,343.82,139.78,,63.98,52.35,
1734742,322.00,1402.22,133.45,20.24,24.74,64.97
1735295,148.14,1336.97,,75.01,91.67,58.56
1744182,228.44,854.22,206.66,28.98,35.41,43.70
1751387,132.12,1578.90,,60.72,74.22,1.62
1788186,325.76,1206.55,,29.23,40.36,
1797964,136.65,33.69,22.12,9.21,11.73,7.15
1807996,120.82,161.60,,,,
1809051,153.68,56.39,21.30,1.64,2.27,
1809196,71.08,131.80,193.73,101.91,94.08,141.56
1817039,161.26,66.01,24.92,4.34,3.14,11.04
1825045,185.47,126.96,307.83,33.80,46.68,63.07
1826128,133.89,30.06,38.26,12.74,12.25,
1835151,161.43,106.59,,68.88,99.11,
1839857,92.19,93.22,,102.77,87.54,
1840414,1057.97,622.36,2360.88,322.34,285.84,340.57
1846991,224.69,93.44,238.95,21.44,27.28,
1848732,170.29,106.26,316.54,53.51,45.58,51.49
1848834,283.55,1259.16,310.59,0.03,0.04,
1848913,164.10,66.83,223.82,79.16,104.94,130.87
1850106,178.15,260.53,,16.91,14.40,
1850609,219.71,237.16,,1.27,0.96,
1856896,157.17,171.06,82.16,5.15,5.36,19.47
1859674,88.72,116.10,168.39,59.06,81.55,66.42
1859706,186.63,248.16,50.75,14.38,9.58,2.06
1860831,177.79,46.63,38.34,6.44,5.49,
1860930,156.74,43.64,,,,
1874936,185.95,60.90,34.11,0.46,0.46,13.05
1876463,192.87,71.26,34.39,10.13,15.20,8.28
1879431,102.41,94.30,152.13,53.71,55.91,
1881515,149.55,113.28,258.16,83.30,93.94,
1883399,320.01,133.56,,73.63,70.74,
1883948,230.34,106.86,267.63,42.53,28.35,30.49
1886205,160.96,53.56,51.77,4.87,6.73,5.64
1893890,122.60,1048.67,266.61,61.99,82.18,
1902107,147.56,56.98,28.59,7.40,9.04,
1908743,127.33,179.03,,11.33,13.30,
1913867,98.00,46.78,161.19,81.43,84.75,90.59
1917023,157.47,233.97,148.08,11.15,11.61,21.95
1922966,103.09,65.98,,80.15,55.69,69.42
1925224,226.21,102.54,458.18,65.32,65.32,37.47
1925493,323.49,130.20,340.97,24.69,34.09,51.28
1925925,304.08,1278.08,222.53,51.57,60.54,11.46
1927776,141.38,104.61,246.04,39.63,32.43,53.13
1929518,129.73,258.69,58.77,13.89,14.46,24.38
1933553,172.79,34.24,38.71,2.69,1.80,
1940004,118.47,167.52,,10.80,13.19,
1944201,92.40,175.13,,104.95,69.97,
1949031,150.95,63.57,52.20,6.23,8.26,
1954257,110.45,135.15,26.09,5.76,6.23,
1957295,163.07,79.98,287.85,39.10,33.30,
1958096,113.27,142.79,,75.96,113.95,
1966406,193.62,,,8.03,8.69,6.05
1968948,190.40,205.99,52.89,12.39,10.99,14.01
1980180,182.32,84.29,358.84,25.73,17.15,31.00
1983661,103.32,107.42,126.23,87.30,87.30,
1987530,160.58,140.33,164.98,118.46,82.32,78.36
1988402,118.72,60.61,208.31,88.36,88.36,136.48
1994024,84.26,1020.08,121.18,58.92,74.99,45.93
1995124,183.38,38.02,,8.06,9.08,
2001775,130.04,259.43,,,,
2002403,371.52,1386.20,,74.94,87.97,
2006797,198.50,232.92,135.82,20.40,14.17,
2008037,231.43,886.63,209.73,18.12,15.44,
2008083,174.98,78.43,296.92,28.64,19.91,49.95
2012760,163.34,47.79,41.00,6.46,7.59,5.59
2026140,186.08,270.78,,10.96,14.53,
2028153,152.37,171.98,96.98,4.13,6.20,5.39
2037245,121.70,161.55,236.75,74.72,112.07,
2041733,142.56,46.79,,2.52,2.63,
2047964,122.47,287.96,,19.47,13.53,
2051130,154.71,161.03,,21.02,21.02,
2055553,149.72,91.98,270.24,28.21,29.37,27.05
2059057,265.61,98.07,377.65,63.86,52.25,58.11
2061288,104.25,95.39,231.43,93.96,101.78,
2061986,,1237.85,,64.41,69.78,
2062454,187.30,89.04,223.74,113.75,105.00,82.21
2064114,300.25,107.88,425.41,44.12,56.16,
2071614,179.77,34.13,,6.91,4.81,
2073004,128.00,57.97,,,,
2076432,208.12,107.56,262.79,27.60,27.60,
2078953,458.35,1423.79,84.48,56.53,48.16,
2079682,177.22,152.35,,117.78,81.85,
2081390,198.53,96.43,395.83,45.89,37.54,61.22
2082513,191.07,82.38,,22.44,31.00,32.65
2082856,199.49,56.01,49.99,15.64,11.79,10.32
2083734,299.16,100.21,372.77,40.42,45.59,34.75
2085867,166.78,143.04,,87.80,61.01,130.88
2090955,171.03,169.05,139.97,27.07,22.15,
2096285,93.71,99.75,227.62,110.73,106.38,102.06
2097201,198.85,59.38,42.97,9.50,12.08,1.76
2100881,267.93,111.85,,25.92,31.69,
2102678,284.78,1240.72,251.27,9.51,13.14,49.90
2106919,154.50,48.94,170.76,69.22,61.39,105.91
2110651,166.11,162.57,287.38,92.91,118.25,112.02
2111304,200.53,239.19,127.27,13.21,9.57,13.90
2111344,132.38,86.36,187.03,30.22,31.45,28.16
2117187,146.82,55.52,27.51,14.75,12.06,11.84
2118654,226.74,92.15,324.38,53.92,53.92,22.31
2122240,143.74,59.91,252.70,89.80,89.80,118.27
2123697,177.98,243.22,144.59,5.47,5.69,7.99
2126326,116.64,1007.70,139.27,26.12,17.42,46.98
2130912,152.06,200.46,140.75,19.35,27.85,
2131891,138.56,53.14,21.91,1.66,2.30,11.88
2134844,263.89,91.42,,34.88,25.26,
2142287,403.07,1321.52,186.95,8.70,8.35,30.15
2147242,186.42,189.56,134.55,16.63,17.31,11.61
2153225,172.92,78.59,312.71,63.63,46.07,
2162579,273.03,1218.83,196.83,17.22,23.77,74.33
2165860,148.82,31.31,,,,
2169578,151.19,99.93,196.86,97.45,86.42,
2174686,186.64,94.73,,39.89,43.22,
2177911,116.59,132.24,,95.72,137.75,
2178015,247.26,1542.01,193.30,59.49,78.87,30.43
2180415,333.60,1596.18,222.63,58.63,42.45,
2190578,154.30,29.88,,13.68,12.13,4.62
2191278,259.01,97.34,401.95,53.69,49.56,
2193740,189.25,272.93,98.79,4.92,7.09,22.75
2195059,118.83,125.10,259.01,82.51,82.51,84.05
2195656,188.33,170.83,102.67,2.67,2.19,11.69
2200237,221.48,93.50,318.63,21.46,26.22,24.37
2201762,76.39,148.44,197.87,89.68,89.68,
2209602,172.52,70.09,50.21,10.98,15.17,2.90
2216686,116.02,109.75,206.66,73.66,65.33,
2222684,160.62,80.78,403.22,33.69,42.88,54.12
2226458,179.45,37.82,20.18,12.84,8.93,
2226956,127.26,126.77,202.48,111.11,94.65,
2228886,197.06,1155.98,247.88,30.66,28.31,
2230755,161.02,263.93,119.21,7.06,4.71,
2232060,149.04,151.31,184.61,114.40,82.84,104.58
2232296,232.87,250.31,154.31,31.14,26.53,
2247703,122.08,1362.48,,35.99,26.06,
2247997,168.60,47.68,31.39,5.14,7.09,
2249205,155.85,73.13,199.07,63.71,87.99,
2259529,168.88,62.04,,,,
2264033,195.05,63.83,24.88,6.81,5.57,
2267209,170.44,192.67,,103.69,69.12,
2267478,187.17,67.47,23.62,3.12,2.77,0.30
2276751,107.32,182.68,63.77,13.46,14.00,
2280630,133.41,115.61,150.44,83.76,115.66,
2288472,261.54,100.23,375.20,27.31,33.38,29.65
2289665,170.38,173.26,229.10,83.42,80.14,131.77
2295055,189.88,266.48,76.32,9.70,12.85,17.06
2296638,149.98,36.20,16.26,7.26,5.70,
2307576,88.24,,,66.72,64.10,38.25
2309205,251.89,95.31,303.31,22.73,15.79,
2310052,173.46,50.20,42.30,11.19,12.12,6.43
2319371,135.59,70.83,,48.63,32.42,
2320011,195.49,214.77,68.13,2.92,3.04,
2321993,147.02,34.58,38.71,1.09,0.75,
2323852,,175.19,,,,
2325843,175.49,45.51,224.23,102.73,80.72,
2330634,179.43,98.78,,46.20,56.47,
2336767,104.31,55.15,157.99,97.80,97.80,
2341727,94.73,214.32,58.29,3.60,3.32,6.81
2345317,227.57,107.57,252.29,35.10,25.41,26.62
2347050,205.21,233.13,58.02,11.86,16.37,9.52
2349117,132.53,1152.94,162.53,67.92,62.69,3.78
2357919,71.41,74.66,200.27,63.76,74.85,
2363680,119.85,94.09,210.13,90.36,90.36,
2365022,72.43,136.88,132.99,76.50,65.17,
2366466,134.87,47.72,160.20,71.87,87.84,102.33
2367790,125.16,1543.70,144.56,62.50,89.93,25.43
2369705,165.60,85.44,210.31,45.14,48.91,
2373648,384.72,1102.94,172.96,5.43,6.64,
2373698,108.31,179.13,153.79,94.32,90.63,110.52
2381211,98.74,121.93,175.12,77.71,87.62,100.26
2382693,163.52,225.68,47.82,15.12,12.37,
2384389,209.55,1400.28,115.26,55.86,53.67,8.40
2387476,203.49,85.40,236.70,24.71,16.47,18.29
2392941,161.98,64.99,172.34,25.30,24.30,
2404545,151.70,54.75,30.22,4.69,4.89,
2404580,139.33,28.02,40.04,5.06,7.59,
2406761,374.94,125.37,588.29,58.36,63.23,
2408094,190.42,210.52,50.89,9.89,9.50,
2408161,185.58,228.11,105.97,16.14,13.74,
2408542,170.02,32.29,50.59,4.54,6.81,1.77
2409992,116.99,177.97,209.36,92.40,112.94,
2413143,105.79,158.92,,113.15,108.71,
2414580,157.13,132.01,230.12,87.70,126.21,124.87
2435143,174.49,67.54,44.17,13.47,11.94,
2436024,,232.03,42.48,10.23,9.08,21.87
2436746,129.37,173.72,111.82,24.11,23.17,0.83
2442225,124.47,229.22,95.57,2.93,4.22,
2453612,146.51,40.12,,2.73,3.20,
2459461,120.21,160.41,,25.95,18.04,
2463124,129.55,71.56,212.94,104.40,75.60,
2465003,124.51,235.64,164.45,22.29,26.17,19.34
2468469,150.18,71.64,274.12,20.73,23.38,13.33
2471690,206.14,50.33,56.33,7.16,10.73,
2471947,84.62,96.28,,54.09,81.14,
2473950,168.05,151.10,228.97,116.60,77.74,72.24
2475800,185.74,105.29,410.48,44.87,41.41,41.83
2480210,82.22,50.02,230.37,79.22,96.82,104.11
2487649,167.42,62.44,42.03,0.47,0.47,9.01
2490970,130.71,34.63,48.73,8.84,11.71,
2493128,239.65,126.59,300.03,45.92,39.11,
2506713,177.69,51.79,199.55,99.04,81.03,108.99
2514780,169.00,54.68,21.00,7.55,5.70,
2518769,421.93,1153.76,336.60,82.39,67.41,
2519993,146.41,61.25,42.95,4.14,3.38,1.89
2528431,196.53,72.05,234.31,14.88,18.94,
2531358,109.92,1081.84,164.71,69.55,69.55,
2541519,179.32,65.91,39.74,11.04,11.95,3.03
2546827,75.80,55.39,188.50,87.47,74.52,
2548957,125.79,140.25,188.00,118.04,96.58,129.61
2560044,185.45,230.50,75.84,3.09,4.44,
2561637,118.27,267.34,,23.41,15.60,
2563764,170.14,54.49,52.55,9.18,13.76,9.33
2566575,193.21,60.96,32.14,1.87,1.73,
2568373,125.12,76.97,162.05,91.66,81.29,
2572929,258.44,97.39,,51.38,57.94,
2579316,90.70,53.65,,,,
2582455,72.50,688.08,194.17,12.73,18.32,25.74
2587315,347.79,976.95,154.94,25.51,36.71,
2594805,212.42,72.35,220.54,41.17,38.01,
2595750,175.61,59.80,232.21,107.68,74.83,137.84
2598795,117.74,171.98,174.14,75.60,104.39,
2603684,218.36,91.00,,27.81,20.14,24.44
2608459,154.43,53.56,31.41,12.57,11.60,13.66
2615172,159.39,38.36,45.72,4.01,3.71,4.37
2625605,185.67,73.75,230.99,43.77,33.02,49.89
2626343,114.55,246.43,125.85,30.11,20.07,24.46
2635663,136.19,42.88,,12.22,12.72,
2638373,345.82,994.85,244.69,35.63,27.99,7.56
2643891,158.47,39.46,54.89,0.26,0.21,
2644328,120.64,74.73,,29.66,40.96,16.37
2646961,160.96,42.42,38.25,6.30,4.57,
2651587,159.27,184.95,55.12,6.15,5.46,
2651817,154.70,36.18,41.58,4.70,4.70,
2654634,133.02,78.11,166.76,66.01,71.51,
2655571,195.06,296.03,150.91,26.30,34.87,11.42
2660574,300.04,106.55,447.22,52.59,64.27,45.43
2665499,145.11,32.97,22.04,13.95,11.41,
2669648,516.56,1500.34,105.56,91.23,74.65,24.01
2674372,159.10,210.57,96.11,9.97,14.95,25.79
2675527,155.46,41.25,29.07,10.74,10.32,
2689281,106.61,175.56,44.04,14.58,18.56,6.36
2691106,173.07,37.45,28.12,10.21,11.51,
2692907,150.64,54.31,30.84,12.63,14.25,0.97
2696375,72.55,60.03,193.21,88.76,81.94,71.73
2708797,173.18,67.00,,0.24,0.28,
2710076,230.90,101.22,231.42,46.48,48.38,38.80
2723955,185.27,55.28,46.82,3.43,2.58,
2728349,172.07,105.11,436.46,25.70,36.98,25.29
2730242,179.01,81.33,229.22,22.03,15.96,
2730529,148.01,263.39,,16.01,22.12,
2734330,191.67,163.23,246.09,114.33,128.93,144.01
2734637,140.20,50.74,26.42,4.71,5.99,
2735512,174.41,228.64,86.51,2.80,2.69,20.01
2741543,161.79,86.00,318.40,25.95,24.93,19.99
2759538,160.22,98.75,370.36,50.54,39.71,
2763295,183.39,222.54,153.48,30.26,21.92,
2768028,186.35,189.31,64.66,9.84,7.43,19.10
2768080,194.22,67.35,342.45,36.06,49.80,
2770724,190.20,55.33,231.11,78.29,112.66,116.15
2776065,93.22,66.55,193.65,14.65,17.19,18.87
2786724,165.82,82.74,358.95,29.76,34.93,41.57
2786793,172.81,50.46,19.04,8.31,11.02,1.12
2794144,143.48,83.42,281.84,27.70,18.47,51.35
2795631,154.00,227.28,40.02,11.63,8.78,
2800070,84.74,166.74,225.95,109.05,128.02,
2801248,179.46,55.88,,8.53,9.24,
2802912,152.94,55.94,,115.49,77.00,
2807796,129.73,57.30,,,,
2816023,173.01,58.27,228.94,80.97,74.75,112.01
2817897,246.05,129.06,615.35,33.87,38.19,
2823539,328.40,115.38,341.93,64.62,85.65,
2824599,191.52,166.54,59.31,25.98,17.32,13.05
2826654,143.99,174.23,55.89,7.65,9.36,7.99
2833811,120.69,127.81,192.97,73.83,90.23,
2843553,176.18,68.27,36.91,8.28,9.72,1.42
2843588,227.18,107.16,341.25,41.13,33.65,33.98
2850107,134.37,99.39,192.80,85.91,64.81,110.36
2852808,167.35,58.59,25.57,15.44,10.30,
2855243,359.29,148.46,,62.72,41.82,
2857611,136.76,56.33,29.18,3.28,3.85,
2860815,86.18,1108.98,,10.46,10.05,
2864182,100.94,,217.26,73.92,86.78,
2864574,150.81,145.42,207.42,85.29,113.07,121.73
2865595,167.34,36.18,36.11,6.70,8.52,1.23
2867185,101.01,59.42,234.58,71.55,84.00,
2873785,192.79,33.12,,4.87,4.67,
2879370,196.56,178.71,,5.06,3.82,
2882673,327.91,934.61,77.69,6.00,7.04,-28.02
2885128,222.10,107.02,282.55,32.14,22.33,
2885724,154.90,157.20,243.05,125.87,83.92,
2890645,162.08,58.81,33.81,3.86,5.32,
2895357,140.19,219.18,116.94,20.91,17.81,18.48
2904388,5093.37,12558.24,,352.32,467.02,
2905316,98.12,109.48,177.13,84.11,77.64,83.53
2906458,165.32,99.01,292.30,34.22,35.61,41.20
2912823,120.76,115.50,,56.27,77.71,
2921919,179.08,38.38,49.13,11.55,9.84,
2928492,243.38,1215.74,81.61,55.13,67.38,
2930559,315.09,103.05,470.11,56.35,48.00,
2935674,161.44,34.88,45.80,9.78,7.08,
2937113,87.99,1033.15,148.55,50.28,37.93,
2938847,246.69,107.94,258.61,33.56,22.37,58.27
2940066,131.83,83.95,132.75,63.90,81.32,64.58
2944823,161.80,51.32,,2.15,1.84,
2946404,183.28,43.76,47.66,4.56,3.17,
2950294,324.12,122.65,,44.43,50.10,
2953475,134.86,111.13,188.24,102.35,120.15,
2956698,158.76,73.41,282.12,23.08,15.38,27.39
2956768,197.75,57.99,19.10,4.47,5.46,
2962538,289.83,1317.24,140.51,2.23,2.33,
2966523,275.92,117.39,336.25,53.96,42.39,66.14
2969343,190.53,92.01,275.05,40.24,26.82,
2969616,194.21,104.73,318.34,33.60,33.60,33.99
2973996,168.22,29.53,46.54,8.59,12.36,11.35
2983491,153.43,247.41,101.06,29.60,21.43,
2988324,197.58,45.21,32.06,1.18,1.56,
2992176,236.15,132.82,429.79,37.56,37.56,45.70
2994266,154.03,247.88,,2.44,1.76,
2997917,180.08,,40.27,2.20,2.58,
3014232,143.95,218.28,,16.26,18.34,
3022201,94.33,984.28,141.17,55.47,62.56,16.13
3023326,167.29,60.99,227.97,59.56,89.33,90.68
3026393,89.10,153.23,,79.28,118.92,
3030361,118.94,164.50,67.58,12.55,14.74,
3033212,146.57,60.19,,,,
3040646,209.01,222.31,137.11,9.40,6.27,6.31
3043309,164.06,31.93,32.73,3.31,3.59,0.82
3045106,127.59,151.30,82.96,18.25,16.18,
3049385,85.57,103.02,183.39,98.12,135.49,
3054040,199.68,1248.16,109.11,57.28,52.87,
3058030,410.78,141.41,,30.88,44.44,
3059820,159.48,186.24,,100.31,88.95,88.42
3071519,448.23,1180.86,205.15,1.58,2.38,
3071935,124.42,151.71,128.51,12.71,13.22,6.22
3072998,218.02,82.78,235.17,22.02,18.01,
3073931,154.24,44.57,19.67,6.39,6.92,
3077895,221.70,1162.35,165.59,70.66,65.22,
3078793,176.48,33.10,53.93,9.86,13.06,10.91
3090580,84.69,116.14,111.20,53.74,49.60,
3093754,177.02,118.13,,69.90,54.93,
3101385,292.36,133.11,413.51,40.23,27.95,
3109185,71.09,66.90,202.86,93.77,83.15,
3114956,199.64,80.42,396.89,49.70,53.85,48.75
3115975,114.69,1437.57,,67.47,85.88,
3119429,222.31,87.66,467.45,60.48,49.48,
3133823,140.85,58.49,14.07,0.22,0.20,
3141961,154.42,49.63,43.06,3.75,5.18,
3149405,152.70,90.58,242.26,80.63,87.35,133.38
3151623,235.36,116.77,,47.22,32.81,
3157326,129.10,236.47,,25.11,23.18,
3173932,65.32,910.79,,63.60,49.97,
3176560,253.65,85.70,355.00,33.16,42.21,
3180956,190.61,35.46,,9.41,11.04,
3182196,174.97,47.03,42.72,1.10,0.80,
3182703,170.37,,192.39,111.24,80.55,
3188814,197.42,242.51,,19.45,26.86,9.68
3191469,441.50,1305.83,308.76,24.77,17.21,47.35
3197068,219.57,177.72,49.30,19.88,24.30,5.36
3201856,173.05,117.88,,43.00,64.49,
3202132,203.78,104.05,390.51,24.17,18.24,22.81
3204782,453.49,1461.85,384.70,15.72,14.51,
3206464,265.22,1442.64,209.85,25.79,37.11,56.80
3206517,306.53,1366.81,288.15,2.86,3.36,
3206984,146.01,46.13,43.87,11.10,13.02,1.37
